Timestamp,name,twitter,country,message,JP Translation
8/13/2021 5:36:50,Tsuyummy,@heyheyx_x,Indonesia,"Sora chan congratulation 4th anniversary thank you for always accompanying us 
i hope you always be happy ","４周年おめでとうそらちゃん！
いつもありがとうございます。いつも幸せでいてほしい。"
8/13/2021 5:38:04,Akimo,@Akimo17723144,Philippines,"Sora caught my attention because she's cute, funny and kind at the same times, I wanted to support her til the end, Congratulation to your 4th anniversary Sora chan, we'll always support you",そらちゃんはかわいくて面白い人です。4周年おめでとう。最後まで応援したい。
8/13/2021 5:38:20,derethus,@derethus,Canada,Congratulations on 4 amazing years!,４周年おめでとう！
8/13/2021 5:40:32,KraoBricks,@nerochi5,Indonesia,"Hi Sora, congrats on your 4th anniversary best wishes for you",やぁそらちゃん！４周年おめでとう。これからもがんばってね。
8/13/2021 5:40:33,JayJay,@FxDoujin,,"Congratulations on your 4th anniversary sora-chan!!! We hope for another good year, more streams and concerts to come! Be Happy always! Godbless !","4周年おめでとうそらちゃん！
今年も良い年になることを願っています！
いつも幸せでいてください。神のご加護を！"
8/13/2021 5:41:11,Prayoga Al Azmi,,Indonesia,"Thanks for the hard work this year, u did everything very well, Sora. For tomorrow and beyond, let's do it with passion and pleasure!! Sora, A-chan and teams, don't get sick!! We love you all <3","今年もお疲れ様でした。そらちゃんは頑張りましたね！
これからも情熱と喜びを持ってやりましょう! 
そらちゃん、えーちゃん、チームのみんなさん、風邪ひかないでね！みんな大好きです。<3"
8/13/2021 5:45:57,Soraromo no.???,@notmerealname1,Malaysia,I enjoy Sora-chan's stream alot but i can't superchat because i am 14yearold so i hope writing this will make you happy even by a little. Sora-sama i hope you the best at your 3rdAnniversary stream!:),"そらちゃんの放送を楽しんでいますが、私はまだ１４歳なのでスパチャはできません。
これを書いて、少しでもそらちゃんが喜んでくれたら嬉しいです。
４周年記念放送にがんばってください！:)"
8/13/2021 5:46:03,Tamii,@MiraiHikarich,Malaysia,そらちゃん4周年おめでとうございます。あなたの夢が叶うことを願っています。ソラトモはいつもあなたと一緒にいます。,
8/13/2021 5:47:06,Rafael Alberto C. Lacierda,@rabbbyyyy304,Philippines,"Hey Soda-chan, I mean Sora-chan. I wanna wish you a happy 4 year anniversary!! Thank you for always giving us smiles and I wish to always support you. I really love you and may you have more years!!!","やぁそだーじゃなくて、そらちゃん！４周年おめでとう！
笑顔にしてくれてありがとう。ずっと応援しています。
大好き！頑張ってください！"
8/13/2021 5:48:06,Sambel,@HumbleSambel,Indonesia,"Omedettoo Sora-chan, i'm happy that i can be part of Soratomo and I hope Sora-chan can be more well known to the world and become number 1 vtuber. In that time I and Soratomo gonna be there for sure. ","おめでとうそらちゃん。
私はそらともになったほんとによかったです。そらが世界で１番VTUBERになることを願っています。そらともがずっと応援しています。"
8/13/2021 5:48:55,Kagayate,@kagayate,Indonesia,"Keindahan yang sebenarnya itu tidak bertahan lama, karena itu waktu terus berjalan
Tokino Sora, di waktu yang singkat ini, biarkan aku mengucapkan selamat ulangtahun dan mendoakan yang terbaik untukmu","真の美しさは長くは続かない、だからこそ時は進む。
ときのそら、この短い時間の中で、そらちゃんの誕生日を祝福し、そらちゃんの幸せを祈らせてください。"
8/13/2021 5:51:58,Fir3b0rne,,Brunei,"I may fallen into the rabbit hole recently but i enjoyed every moment of Hololive especially U, Tokino Sora; the very OG, Goddess & The True Seiso. Arigathanks for everything keep doing how you want.",私は最近、ホロライブの沼に落ちてしまったかもしれませんが、ホロライブのすべての瞬間を楽しみました。特にそらちゃん、まさに最初のホロメンと、女神そして、清楚な存在 。ありがとうございます。これからも自分らしくてやってくださいね。
8/13/2021 6:08:31,Roberto Ponce,@ropon_kt,Mexico,Omedettō Sora-Chan!! Happy Happy anniversary! Thank you for being sweet always! Please continue being wonderful and chasing your dreams no matter what!! ,"おめでとうそらちゃん！４周年おめでとう！
いつもこんなに優しくてありがとう！
そらちゃんの夢を叶えることを願っています！"
8/13/2021 6:10:59,Nitta Yoshifumi,,Malaysia,"Hello, and a very nice day to you, Sora-chan. I saw your channel from a meme video on Youtube and loved the songs. So, goodluck to your future endeavors, Sora!
Thank you!","こんにちはそらちゃん！
Youtubeでそらちゃんチャンネルを見つけました。そらちゃんの歌が大好きです。
これからもがんばってください！今までありがとう！"
8/13/2021 6:13:58,Verynubplayer,@fffddffg,Singapore,Hi Sora chan! Congratulations on 4th Anniversary ❤️ I love your voice and the songs that you sing very much and I play them frequently. Thank you for never giving up and always being an Amazing person,"やぁそらちゃん！４周年おめでとう！
そらちゃんの声と歌が大好きです。いつも聴いています。
いつもありがとうございます。"
8/13/2021 6:16:39,Marchosias,@yeetusbreetus,Philippines,"Congrats on your 4th Anniversary, Sora-chan! Although you were among the members that I started watching later on, your personality and character overall has made you one of my top-5 overall VTubers.",そらちゃん、4周年おめでとうございます。実はそらちゃんは、私が後で見始めたメンバーの中にいました、そらちゃんの人柄やとキャラクターは、私の好きなVTuberの一人です。
8/13/2021 6:19:03,Azura,@firdaus_azura,Indonesia,"Hello Sora-san, Congratulation for your 4th anniversary \^^/

I just want to say i really love your voice and thank you for everything you've done in this years :D","こんにちはそらちゃん！４周年おめでとう！\^^/
そらちゃんの声が大好きです。いつもありがとうございました！:D"
8/13/2021 6:23:49,Extreme Psycho,@extremepsycho5,Malaysia,Happy Anniversary Sora!,４周年おめでとうございますそらちゃん！
8/13/2021 6:24:13,Daniel,@LumiRenCh,United-States,"Congratulations on your 4th year anniversary Sora-sama,
It always has been a great pleasure to be a Soratomo member and enjoy your wonderful songs. I hope you do more things in the future. Thank you.","４周年おめでとうございますそら様。
そらともになってほんとによかった。
これからもよろしくお願いします。"
8/13/2021 6:25:03,Tong–さん,@deathsample,Philippines,"Maligayang Anibersaryo, Sora-chan! Ang iyong ngiti ay palaki ng palaki sa pagnonood ko sayo. May you have more prosperity to come!",そらちゃん、アニバーサリおめでとう！そらちゃんはどんどん笑顔が増えましたね。これからも頑張ってください！
8/13/2021 6:25:40,ジャスティン,@Ima_Tennn,Philippines,Hello Sora Chan!! Omedetou on 4 years!  I hope this year has been amazing for you! Thank you for making me smile whenever i feel down! Those banger minecraft streams keep em coming love ya stay safe!!,そらちゃん！こんにちは！4周年おめでとう！ この1年がそらちゃんにとってきっと素晴らしい一年でした。落ち込んだ時にいつも笑顔にしてくれてありがとう！これからのマイクラ配信も楽しみにしています！そらちゃんが大好き。
8/13/2021 6:26:17,Luc ,@Luc_128_,India,"Congratulations on the 4th year sora ,First time I saw you was when I saw your alien song cover loved it very much , to this day I still listen to it ,keep doing what you love and be safe ",そらちゃん、4年目おめでとうございます。私が初めてそらを見たのは、エイリアンエイリアンのカバーでした。大好きで、今でも聴いています。これからも自分らしくてやってくださいね！安全にください。
8/13/2021 6:33:24,pawi,@tasukigenrou2,Philippines,"Congratulations in your 4year anniversary sora-chan.. I always watch your streams even though i can't understand japanese, my favorite stream of yours is when you play minecraft. Ganbare! o7",そらちゃん、4周年おめでとう！日本語がわからなくても、そらちゃんの配信をいつも見ています。そらちゃんの配信に一番好きなのはマイクラです。がんばれ！ o7
8/13/2021 6:35:08,Gabriel Gonçalves da Costa,@Gabriel04873021,Brazil,"Feliz Aniversário Sora-chan Estou muito feliz que você ainda seja uma pessoa muito fofa e inspiradora, você continua nos trazendo um sorriso e sua felicidade é a nossa felicidade.",
8/13/2021 6:35:33,Kada,Kada420,Brunei,"Hello, the first clip that I saw was when you headbutt your table and it was really funny. Your streams calms me down after a hard day at work. I'll always be here to support you now and in the future","こんにちは。自分最初に見た映像は、そらちゃんがテーブルに頭突きをするシーンでしたが、とても面白かったです。
そらちゃんの放送は、仕事で疲れた私を落ち着かせてくれます。これからもずっと応援しています。"
8/13/2021 6:38:02,"Gaña, Felix Homerson A.",@GawrBowson,Philippines,"Hello Sora-chan! 
I'm a big fan of yours! I often watch your streams while reviewing, your voice calms me so much that I remain peaceful even if I'm solving Aerodynamics problems. Daisuki dayo! ~~ ;*","こんにちはそらちゃん！
大ファンです！私はいつも勉強しながらそらちゃんの放送を見ています。そらちゃんの声はほんとに癒される、リラックスしながらエアロダイナミクス問題を解決できる。
大好きだよ！"
8/13/2021 6:51:36,Douglas Ma,@SexyKaigaiNiki,United-States,"Happy 4th anniversary Sora!  Thank you for being such a sweet, adorable, and kind girl we adore in our lives. Your streams are fun and singing is fantastic. To many more years with us and Hololive :^)","４周年おめでとうそらちゃん！
優しくてでかわいくてで素敵な女の子でいてくれてありがとう。そらちゃんの放送を楽しい、歌声を素晴らし。
これからもよろしくお願いします。 :^)"
8/13/2021 7:06:54,JasFrost,@HeeHo_JasFrost,Philippines,"In a single month of knowing you. You have rekindled my passion with your amazing songs and your lovely personality. Thank you Sora-chan, for wherever life takes me, I will forever be your fan!","１ヶ月の間に、そらちゃんの素晴らしい歌と素敵な人柄で、私の情熱に再び火をつけてくれました。
ありがとうそらちゃん！　
人生がどうなろうと、私は永遠にそらちゃんのファンです！"
8/13/2021 7:49:39,Amir Hariz,,Malaysia,"Hello Sora chan! First of all, CONGRATULATION for your 4th anniversary! I would like to say thank you for always be there for me and thank you for lighting up my lonely world. I will always support u!","こんにちはそらちゃん！先ずは、４周年おめでとうございます！
いつも私のそばにいてくれて、私の孤独な世界を照らしてくれて、ほんとにありがとう。ずっと応援しています！"
8/13/2021 8:20:23,Ouyuki,,Malaysia,Happy 4th anniversary. Soratomo will be always be with you wherever you go. May you soar to sky with your dream. May god bless you. I always happy to see your stream and it soothing my day. Ganbatte.,"４周年おめでとうございます。
そらちゃんがどこに行っても、そらともはいつもそばにいます。そらちゃんの夢を実現に願っています。神のご加護を！
そらちゃんの放送はすっごく嬉しくて癒される。
がんばって！"
8/13/2021 11:21:51,Shuda,@shudahimatsu,Indonesia,"Always love to see a hardworking person like Sora chan, blessed you sora chan, stay healthy and keep up smile",そらちゃんのような勤勉な人を見るのはいつも好きです。長寿と繁栄を。
8/13/2021 12:23:38,Clément,@ratratc,France,"Thank you very much sora for everything you do, i really appreciate you, happy birthday.",いつもありがとうございますそらさん。誕生日おめでとう 。
8/13/2021 12:31:48,Tyrian Shine,@Tyrian_Shine,Lebanon,"You're super cute and badass, Sora-chan! Your voice is very relaxing and I love your sense of humor. Thank you for all the content you give us, and I hope you have a lot of fun too! Happy anniversary!","そらちゃんは超かわいいでかっこいいです。
そらちゃんの声はとてもリラックスできるし、笑いのセンスも大好きです。いつもコンテンツを作ってくれてありがとう。これからもたくさん楽しんでくださいね。
記念日おめでとうございます。"
8/13/2021 13:08:42,Esrael,,Finland,"Sora is such a sweet, kind and hardworking person! Her dedication to learn English has inspired me in turn to start learning Japanese. I wish you the best on your 4th anniversary, Sora-chan!","そらちゃんはとても優しくて、勤勉な人です。
そらちゃんの英語学習への熱心さに刺激されて、私も日本語学習を始めました。
4周年おめでとうございます。"
8/13/2021 13:19:26,Marc Daniel,@MaakuDan,Philippines,"Hello Sora-chan! Here's love and support from the Philippines, You were one of the first Vtubers i watched when i discovered hololive, i am glad that i get to watch you, Happy 4th Anniversary Sora! ","こんにちはそらちゃん！フィリピンから愛を込めて。
そらちゃんは、ホロライブを見つけたときに最初に見たVTUBERの１人です。そらちゃんを見ることができることを嬉しく思います。
４周年おめでとう！"
8/13/2021 13:36:46,Carpediem Chin,,United-States,"I'm so glad I was able to find your streams, they're very relaxing & fun to watch! Happy 4th anniversary! Here's to another great year!","そらちゃんの放送を見つけることができて本当に良かったです。とてもリラックス、楽しいです！
４周年おめでとうございます！今年もよろしくお願いします！"
8/13/2021 13:46:44,Darren,@HLazarusB,Malaysia,Sora-chan I've haven't been a soratomo for long but I love your streams as they make me feel very comfortable and relax. Love your music stream hope you'll release some new original songs soon :).,"そらちゃん、そらともになってまだ日が浅いですが、そらちゃんの放送が大好きです。私をリラックスさせてくれます。
そらちゃんの歌枠放送が大好きです。早くオリジナル曲を出してほしいな。:)"
8/13/2021 14:10:53,Steven Cote Jr,@SteveTheODST,United-States,"Happy 4th Anniversary! As a newer fan, you've become my favorite Vtuber. I love your singing & your adorable personality. I look forward to more of the content you provide! Keep being awesome!","４周年おめでとうございます。
私はまだファンになったばかりですが、そらちゃんは私のお気に入りのVTUBERになりました。そらちゃんの歌と性格が大好きです。
これからもコンテンツを楽しみにしています。よろしくお願いします。"
8/13/2021 15:05:30,Meferswift,,Indonesia,"Hello sora, happy Anniversary.  Hope you still strong and persistent as ever. ぬんぬん ",こんにちはそらちゃん。記念日おめでとうございます。相変わらずの強さと粘り強さを願っています。ぬんぬん
8/13/2021 16:15:46,Daniel,,Mexico,Good job,グッジョブ
8/13/2021 17:16:46,Erik,@Ushi_0929,Philippines,Happy 4th anniversary sora-chan!! I hope you stay cheerful as always and I'm looking forward to another year!!! ,"４周年おめでとうそらちゃん！
いつも元気にしてね。今年もよろしくお願いします。"
8/13/2021 17:20:23,Galatea ,,United-States,"Hi Sora, It hasn’t been long but since finding you I’ve come to treasure you greatly. Sadly I don’t understand Japanese but I don’t let that stop me from admiring you. Congrats on making it this far. ","こんにちはそらちゃん。
そらちゃんを発見してからまだ時間が経っていませんが、私はそらちゃんをとても大切にしています。残念ながら、日本語を理解できませんが、それでもそらちゃんを尊敬しています。
ここまで来れたことおめでとう！"
8/13/2021 18:18:04,Mirosu,@_hiammirosu,Malaysia,"SODA CHANNN  www you are an amazing idol! Thank you for your hard work ever since the day 1. Without you, I wouldn't be able to see hololive todayありがとうございます!! 海外に来から :""^)","そだちゃん!ｗｗｗ
そらちゃんは素晴らしいアイドルです! 1日目からずっと頑張ってくれてありがとうございます。おかげさまで、ホロライブがいる。"
8/13/2021 18:42:29,歌詞のRiela,@RielaKashino,Malaysia,Hello Sora-chan! I am just a humble overseas fan of yours that has been watching you when you only had 10k subscribers! I do not comment as much as others but I am always supporting you. Love you~,"こんにちはそらちゃん。
私は海外のファンです。まだ登録者数が1万人しかいない頃からずっと見ていました。コメントはあまりしませんが、いつも応援しています。
だいすき！"
8/13/2021 19:52:11,Jonalee (ジョナリ）,@finejonalee_,Canada,Sora-chan! Congratulations on celebrating your 4th anniversary! I hope you're proud of yourself because Soratomos are so proud of everything you've accomplished! Thank you for becoming an idol!,"そらちゃん！４周年おめでとう！
自分を誇りに思う。そらともはそらちゃんを誇りに思っています！
アイドルになってくれてありがとう！"
8/13/2021 22:30:41,Tokino Soda [Sodatomo Sovereign],,Philippines,"Congratulations Sora-chan on your 4th anniversary as a Vtuber. Always do your best and you can do it. Soratomos are here to support you.

Step and Go! ","そらちゃん、４周年おめでとうございます。
いつもがんばってください。そらちゃんならできる！そらともはいつも応援しています。
Step and Go!"
8/13/2021 23:04:31,ザフラカル,@Akaruizakura,Philippines,"Hello Sora chan !!! Happy 4 anniversary of being the foundation of Hololive , I hope you will still continue your journey and have great life in the future , I wish your good luck Sora-Chan 💓❤️❤️","こんにちはそらちゃん！！！
４周年おめでとうございます。ホロライブを始めてくれてありがとう。これからもまだまだ旅を続けて、素敵な人生を歩んでいってくださいね。
そらちゃんの幸運を祈っています。❤️❤️❤️"
8/13/2021 23:13:27,Alexandrite,@kebxkhw,Vietnam,"You and your stream always heal me, encourage me when I'm sad or tired. I will always support you, and love you! Happy 4th anniversary, Sora-chan.  ","そらちゃんの放送はいつも私を癒してくれます。悲しい時や疲れた時には励ましてくれます。
これからもずっと応援しています。そらちゃん好き！
４周年おめでとう！"
8/13/2021 23:51:27,Carl Jefferson Julaton,@KugisakiCarl,Philippines,"Hello Sora Chan! If you ever read this message, Hi I’m from the Philippines! I did watch your video clips from youtube. I will never forget you hard work since the beginning of the hololive, Suki!","こんにちはそらちゃん！フィリピンから愛を込めて。
そらちゃんの切り取り動画をYoutubeから見ました。ホロライブからの頑張りは忘れません！
好き"
8/14/2021 1:10:20,Rushia Drugs,@RushiaDrugs,Malaysia,"Hey Sora-chan! I've always admired you about everything, you're cute, intelligent, gorgeous, kind-hearted and you're so precious. We will support you forever.Thankyou& Happy 4th Anniversary Sora Chan!",
8/14/2021 1:27:06,Gracis ,@gracis003,Philippines,Sora Congratulations on your 4th year anniversary we fans are happy that you reach this milestone.,"そらへ
４周年おめでとうございます。ファンの皆さんは、そらちゃんがこの成果に到達したことを喜んでいます。"
8/14/2021 3:51:26,DarthMalak ,,Germany,Happy anniversary from Germany ,記念日おめでとうございます。ドイツから
8/14/2021 5:01:05,Elle,@ErahimeArts,Philippines,"Sora-chan! Thank you for all your hardwork, please continue to do your best! Hoping for many more fun years together. We love you so much!","そらちゃん！
いつもありがとう。これからもがんばってくださいね。楽しい日々が続くことを祈っています。大好き！"
8/14/2021 5:45:14,Emilio,@Mayfly06,France,"Happy 4th Anniversary to our one of the best and lovely idols, Tokino Sora! I would like you to know that we really appreciate you for giving joy in our lives just by watching you. Best wishes to you!",最高で素敵なアイドルときのそらさん、４周年おめでとうございます。そらちゃんを見ているだけで、私たちの生活に喜びを与えてくれて、ほんとに感謝しています。
8/14/2021 6:05:40,Padagas Allen,@BoomerYabe,Philippines,Happy 4th Anniversary ,４周年おめでとうございます！
8/14/2021 6:17:55,Zource,,Philippines,"Congratulations to the senpai of all senpais! G.O.A.T.! I'm not a active watcher of streams but I sometimes do drop by and watch Sora-chan's streams and it's always fun, comfy, and wonderful like Sora",おめでとうございます！全ての先輩の中の先輩です。そらちゃんが史上最高です！ 私は配信を積極的に見る方ではありませんが、時々立ち寄ってそらちゃんの配信を見ていますが、いつも楽しくて、心地よくてと、そらちゃんのように素敵です。
8/14/2021 6:35:52,Kian-Keneki,@Kian_tweet,Philippines,"Happy 4 Year's Anniversary Our Beloved Sora ❤️🐻 Thank You For Being Born and For Everything This Past 4 Year's, Glad To Be in This Journey of Smile's & Joy With Soratomos and With Our Beloved Sora   ","愛するそらちゃん、４周年おめでとうございます❤️🐻
生まれてきてくれて、この４年間のすべて、本当に感謝しています。そらともの皆さんと一緒に笑顔と喜びの旅ができることを嬉しく思います。"
8/14/2021 6:39:31,Danial Fridayana,@DanialFridayana,Indonesia,"Hello Sora! Congratulation on your 4th anniversary!! You are a great singer and your stream always calming and interesting to watch, lets do our best until the next anniversary! Soratomo banzai!!","こんにちはそらちゃん！４周年おめでとう！！
そらちゃんは歌も上手だし、放送はいつも見ていて落ち着くし、面白いです。がんばってね！そらとも万歳！！"
8/14/2021 6:59:01,allein,@allein74731478,Japan,"そらちゃん四周年おめでとうございます！
夢に向かって一歩ずつ、ゆっくりと真摯に歩き続けるそらちゃんにいつも元気を貰っています。そらちゃんが夢に向かって元気に一歩を踏み出せるように、これからも一人のそらともとして応援しています。五年目もより良い一年になりますように！
止まるんじゃねぇぞ！​​(๑╹ᆺ╹)",
8/14/2021 9:03:57,NeroGM,@Nero31179712,Indonesia,"Thank you sora, for always stay true to yourself, wish you all the best in this 4th anniversary of yours
Keep up the good spirit and don't forget to stay healthy :)",そらちゃん、いつも自分に正直でいてくれてありがとう。４周年おめでとうございます！元気でね　:)
8/14/2021 9:42:29,Bagas Wahyu Alif Alamsyach,@BagasWahyu428,Indonesia,"Selamat ulang tahun yang ke 4 Sora-chan
Berkat kamu, aku tertawa lebih keras dan tersenyum lebih banyak
Terima kasih telah mewarnai hari""ku yang terasa membosankan ini
Aku akan selalu mendukungmu","４周年おめでとうそらちゃん。
そらちゃんのおかげで、もっと笑って、もっと笑顔になれます。
私の退屈な毎日を彩ってくれてありがとう。
これからもずっと応援しています。"
8/14/2021 14:29:05,Leriu Lerina,,India,"Hello Sora Chan,I've always loved your voice and I think that your so sweet and loving it makes my cheeks hurts from smiling all the time and I'm so so happy to know you!!! ","こんにちはそらちゃん。
そらちゃんはとても優しくて、愛すべき人だと思っています。声も好きです。私はいつも笑っていてほっぺたが痛くなります。そらちゃんを知ることができて本当に良かったです！！！"
8/14/2021 14:34:16,Lerina san,@TheSad_Lad,India,"Hello Sora Chan,thank you so much for all your hard work and you're never ending love towards us,I'm just one person but know you mean so much to many never give up never keep fighting,always no.1!!!!","こんにちはそらちゃん。
いつもありがとうございます。私たちへの終わりのない愛に本当に感謝しています。そらちゃんが多くの人にとって大切な存在です。
決してあきらめず、ずっと戦い続けてください。いつもNo.1！！！"
8/14/2021 15:44:05,Chris Vighagen,,Sweden,"I whish you a happy special day, and thank you for being a bright calming light in our lives!",そらちゃんに幸せな特別な日が訪れますように。私たちの生活の中で、明るく穏やかな光でいてくれてありがとうございます。
8/14/2021 16:26:25,Jusu Bakkusu,@jusubakkusu,Philippines,"Eiyo Soda~
Thank you for not giving up since the very beginning, as Azki once said ""Hololive won't be here without you."" Thank you again and I hope you fulfill your goal of performing in the budoukan.","こんにちはそだちゃん~
最初から最後まで諦めずに頑張ってくれてありがとう。かつてAZKiが言ったように、「そらちゃんがいなければ、ホロライブは存在しない」。
横浜アリーナでライブをみたい。"
8/14/2021 17:16:07,私よ ハンバーグよ!!,@hamburger_222,Japan,"そらちゃん活動４周年おめでとう(๑╹ᆺ╹)
１人で放送するのもとっても上手になって、楽しく放送しているのが私は凄く嬉しいよー(*´ω｀*)

５周年目はもっともっと楽しくぬんぬんと活動していこうね！

まだまだ、落ち着かない状況ではあるけれど止まらねぇぞ～の精神で進んでいこう₍₍ ◝(•̀ㅂ•́)◟ ⁾⁾
これからも応援していくぞー୧(๑•̀ㅁ•́๑)૭✧",
8/14/2021 17:20:25,Cody,@sdw4ter,United-States,"Thank you for helping Yagoo with his dream! Being first looks difficult at times... you are put on a pedestal, but it doesn't stop you from shining and we love seeing your shiny smiley story! おめでとう!","YAGOOの夢を応援してくれてありがとうございます！
１番になることは時に難しく見えますが、そらちゃんが輝くことを止めることはありません。
そらちゃんの「SHINY SMILEY STORY」を大好き！おめでとう！"
8/14/2021 17:27:33,KappaPride,@_DSmora,Indonesia,"Congratulations Sora for the 4th anniversary!! Wish you all the best!! Know that you have all the fans around the world cheering on you, once again, HAPPY ANNIVERSARY!!! ","そらちゃん、４周年おめでとう！！！
これからもがんばってくださいね！！世界中のファンがそらちゃんを応援していることを知ってください。
改めて、記念日おめでとう！！！"
8/14/2021 18:20:30,Adrián,@RedEmhain,Mexico,"From México to you, Sorachan!! Congrats and lots of love. ",メキシコから愛を込めて。おめでとうそらちゃん！大好き
8/14/2021 18:45:02,Riz,,Indonesia,"Hello Sora!!! I see your gameplay and watch the Stream when Online, Its a Great time seeing You enjoy the Game and have a Good Time! I hope You the Best, keep the Great Work and see You next Stream!🤗",こんにちは、そらちゃん！私はそらちゃんのゲームプレイを見て、ネットの時は配信を見て、そらちゃんがゲームを楽しんでいるのを見て、楽しい時間を過ごしています。そらちゃんが最高の仕事をして、そして次の放送でお会いしましょうね！🤗
8/14/2021 18:50:44,Argalire,,France,"HB Sora-chan!

I hope this year will be even better for you than the previous ones. Whether we are sad or happy watching your streams puts us in a good mood and I hope you are happy too!

Many thanks!","記念日おめでとうございますそらちゃん！
今年はさらに良い年になるといいですね。悲しくても、嬉しくても、そらちゃんの放送を見ているといい気分になれます。そらちゃんも幸せになってね。
ありがとうございました！"
8/14/2021 18:58:31,Syah,,Malaysia,"Hello Sora, congrats on your 4th anniversary. It has been quite a while since you started bringing hope to this world. Thank you for being the cornerstone of Hololive and happy anniversary","こんにちはそらちゃん。４周年おめでとうございます。
そらちゃんがこの世界に希望をもたらし始めてから、かなりの時間が経ちました。ホロライブの基盤となってくれてありがとう！
記念日おめでとう！"
8/14/2021 19:24:39,Matt,@pizafile,Australia,"You’re so nice and kind. The streams you make are very soothing, I love watching them",そらちゃんはとても素敵で優しい人です。そらちゃんの放送を見るのが大好きです。とても癒されます。
8/14/2021 20:45:55,Usakashi,@Faisal123Ryandi,Indonesia,"Hello
I know that I just started watching your stream in January
But I always waiting for your video and Stream even if I don't have enough time
And I always Love You from the deepest of my heart❤️","こんにちは。
私は１月にそらちゃんの放送を見始めたばかりです。
たとえ時間がなくても、いつもそらちゃんの動画や放送を待っています。
心の底からを大好き！❤️"
8/14/2021 21:46:23,Richard M. Aquino,@Richard64830622,Philippines,Hello our beautiful goddess. Thank you for everything and happy 4th anniversary. ,"こんにちは女神様。
いつもありがとうございます。４周年おめでとうございました。"
8/14/2021 23:25:42,Timothy ,@Ayo_ayo_ae,Indonesia,"Hello Sora-chan, hope you will have a blast on this 4th anniversary. Keep doing what you loveand we all love you ❤ thank youu","こんにちはそらちゃん。４周年楽しんでね。
これからも好きなことを続けてください！みんなはそらちゃんのことが大好き。❤ 
ありがとうございました。"
8/15/2021 1:43:03,Sensational,@Sensational016,Philippines,"Life is not perfect, but with hard work, you can make it better. I hope you get plenty of occasions to celebrate your successes. Best of luck.","人生は完璧ではありませんが、努力次第でより良いものにすることができます。
そらちゃんの成功を祝う機会がたくさんあることを願っています。がんばってください。"
8/15/2021 3:07:23,NIK ARASY,-,Malaysia,"I started knew and follow hololive this year from my brother. Among the members, I really respect and admire Tokino Sora because of her attitude and her spirit to not give up till now. ","今年に入ってからは、兄の影響でホロライブを見ていました。
ホロメンの中では、ときのそらさんの諦めない力をとても尊敬しています。これからもがんばってそらちゃん！！
ずっと応援しています！！"
8/15/2021 3:13:30,Aiman,@Rie26050969,Malaysia,Hello Sora-san congratulations for your 4th anniversary I really like watching your stream and your stream always make me happy and I will continue to support you in the future （＾ω＾）,"こんにちはそらさん。４周年おめでとうございます。
私はそらさんの放送を見るのがとても好きで、いつも幸せな気持ちにさせてもらっています。
これからもずっと応援しています。（＾ω＾）"
8/15/2021 3:17:02,Hisyam,,Malaysia,"Kon~some~ Goddess of Fall and Lava, Sorachi, Happy 4 Anniversary for you our lovely Seiso Idol Goddess, may you always healthy and Seiso, here is your offering, oh Goddess 🥤🍻🥤...",こんそめそらちゃん、 マグマと落下の女神、そらち。4周年おめでとうございます！私たちの素敵なと清楚のアイドル女神様。いつまでも健康で清掃でいられますように。でわ、ここに私の提供がある、ああ女神様🥤🍻🥤。
8/15/2021 7:59:22,Henry,@popdoggo,Australia,"Congratulations on your 4th anniversary Sora-chan!!! I may have poor health but your voice has really helped me get through the rough times, and im really thankful to you. Congratulations again!!!","そらちゃん、４周年おめでとうございます！！！
私は体調が悪いのですが、そらちゃんの声で辛い時も乗り越えられました。本当に感謝しています。
改めて、おめでとうございます！"
8/15/2021 9:13:21,Muhammad Fadhil,@FVessalius,Indonesia,"To Tokino Sora-san, Happy 4th Years Anniversary🎉🎊, I Wish For Your Success In The Future, And To Keep You're Brightest Smile No Matter What Trouble May Come Along The Way😊 Thanks For Everything~~","ときのそらさんへ
４周年おめでとうございます🎉🎊これからのご活躍をお祈りするとともに、どんな問題ルがあっても明るい笑顔でいてくださいね😊いつもありがとうございます。"
8/15/2021 12:10:56,ysfdafaa,@ysfdafaa,Indonesia,"Sora-chan, selamat ulang tahun!! ",記念日おめでとうございます。
8/15/2021 12:28:02,Denver,@DenverLfp,Philippines,"Congratulations Sora on your 4th anniv, you really deserve it. You are one of the biggest reasons why Hololive started and I'm really grateful & thankful for that from the bottom of my heart:) We ❤️ u","４周年おめでとうそらちゃん。
そらちゃんはホロライブが始まった最大の理由の一つです。本当に心の底から感謝しています。:)
We ❤️ You"
8/15/2021 12:40:20,Yoshino San,@Yoshinomaki12,Philippines,"Sora Chan!Mahal Kita! Happy 4th anniversary,I may be not a fan since the beginning but I see a lot of videos that You work really hard!I really admire you for that! Your the best Keep up the good work","そらちゃん！大好き！４周年おめでとうございます。
私は最初からのファンではないかもしれませんが、たくさんをそらちゃんの動画を見ています。本当に頑張っていますね。尊敬しています！
そらちゃん最高！これからもがんばってくださいね。"
8/15/2021 13:12:18,Jojojojojo,,Malaysia,"Congratulations on 4 years Sora-chan!!! Although I didn't get to know you until last year, you have made many of our lives very happy and amazing. Love you!!! ❤️","4周年おめでとうそらちゃん！！！
そらちゃんと知り合ったのは昨年のことですが、そらちゃんのおかげで私たちの生活はとても幸せです。
だいすき！！！❤️"
